restname,address_x
Brasserie Lorraine,"2 Place des Ternes, 75008 Paris France"
Bar Du Marche des blancs manteaux,"53 rue Vieille du Temple, 75004 Paris France"
99 Cafe,"99 rue Saint Lazare, 75009 Paris France"
Domenico,"3 rue des Pyramides, 75001 Paris France"
Pizza Roma,"61 avenue du Maine, 75014 Paris France"
Luangpra,"21 rue de la Roquette, 75011 Paris France"
Les Nouilles Dansantes,"12 rue Vignon, 75009 Paris France"
Sohan Cafe,"30 boulevard de la Chapelle, 75018 Paris France"
La Bonne Tradition,"2 rue Erard, 75012 Paris France"
Le Vauban,"7 Place Vauban, 75007 Paris France"
Cafe Marlette Martyrs,"51 Rue des Martyrs  75009 Paris, 75009 Paris France"
Yummy Noodles,"17 B rue Campagne Premiere, 75014 Paris France"
Les Petits Plats de Marc,"6 rue de l Arbalete, 75005 Paris France"
Jazz Club Etoile - Restaurant with Live Music,"81 Boulevard Gouvion-Saint-Cyr Le Méridien Etoile, 75017 Paris France"
Chez An (Au Coin du Vietnam),"Rue Bezout, 75014 Paris France"
Lao Tseu,"209 boulevard Saint Germain, 75007 Paris France"
Maccaroni,"22 rue des Bourdonnais, 75001 Paris France"
Le Tourne Bouchon,"71 boulevard Raspail, 75006 Paris France"
U'Fraulino,"25 rue Montgallet, 75012 Paris France"
L'appartement Saint-Martin,"2 rue du Faubourg Saint Martin corner with rue René Boulanger, 75010 Paris France"
Brasil Tropical,"36 rue du Depart, 75015 Paris France"
L'atelier Durum,"41 rue de Clignancourt, 75018 Paris France"
Best Of India,"170 rue du Faubourg Saint Denis, 75010 Paris France"
Bistrot D'Andre,"232 rue Saint Charles, 75015 Paris France"
Le Garde Robe,"41 rue de l_Arbre Sec, 75001 Paris France"
Le Bistrot Pop,"3 avenue de la Republique, 75011 Paris France"
Au Clair de Lune,"11-13 rue Francaise, 75002 Paris France"
L'Atlantique,"37 rue du Depart, 75014 Paris France"
Arlette Bistro,"143 rue Amelot, 75011 Paris France"
Santa Lyna,"96 Boulevard de Sebastopol, 75003 Paris France"
Xi'an,"44 rue Lamartine, 75009 Paris France"
Il Cottage,"1 boulevard Lannes, 75116 Paris France"
La Felicite,"148 rue Legendre, 75017 Paris France"
Le Petit Charonne,"79 Rue de Charonne, 75011 Paris France"
Chez ma Poule,"7 rue Gros, 75016 Paris France"
Chez Hamadi,"12 rue Boutebrie, 75005 Paris France"
Cafe Joyeux Champs-elysees,"144 Avenue Des Champs-elysees, 75008 Paris France"
Pho Saint-Georges,"35 rue Notre Dame de Lorette, 75009 Paris France"
Georgia,"12 rue du Chateau D Eau, 75010 Paris France"
Chateau Kefraya,"143 rue du Chateau, 75014 Paris France"
Le Guersant,"30 Bd Gouvion Saint-Cyr ., 75017 Paris France"
Matsuri Bac,"74 rue du Bac 74, Rue du Bac, 75007 Paris France"
Le Canton,"5 rue Gozlin, 75006 Paris France"
Nicole's Bar Pizza Grill,"14 rue de Bellechasse, 75007 Paris France"
Golosino,"4 Square Vermenouze, 75005 Paris France"
Ai's Bento,"71 rue des Gravilliers, 75003 Paris France"
La Fregate,"1 rue du Bac, 75007 Paris France"
La Cantine de la Cigale,"124 boulevard de Rochechouart, 75018 Paris France"
Casanova,"6 Rue Des Lavandieres Saint Opportune, 75001 Paris France"
La Catrina,"141 rue du Faubourg Saint Denis, 75010 Paris France"
La Ferme de Charles,"9 Cour des Petites Ecuries L'entree Se Fait Par le 61bis - 63 de la Rue du Faubourg Saint-Denis, 75010 Paris France"
Rania,"1 Place Leon Blum, 75011 Paris France"
Les Loups de la Butte,"41 rue Caulaincourt, 75018 Paris France"
Lou Pescadou,"16 rue Mabillon, 75006 Paris France"
Nonno Nino Restaurant,"10 rue Bremontier, 75017 Paris France"
Le Paradis du Fruit,"23 boulevard des Italiens, 75002 Paris France"
The Freedom Pub,"8 rue de Berri, 75008 Paris France"
Kamado,"62 rue du Faubourg Montmartre, 75009 Paris France"
Chez Papa,"27 rue de la Colonie, 75013 Paris France"
Top Sushi,"10 boulevard Brune, 75014 Paris France"
Conti,"72 rue Lauriston, 75116 Paris France"
Aloha Cafe,"32 rue Pierre Fontaine, 75009 Paris France"
G by Gaspard Pigalle - Naan Cantine,"6 rue de Douai, 75009 Paris France"
Nous Paradis,"16 rue de Paradis 16 Rue de Paradis, 75010 Paris France"
La Bouteille Sur la Table,"2 Passage Geffroy Didelot, 75017 Paris France"
Le Gymnase,"208 boulevard Raspail, 75014 Paris France"
Romeo - Bar & Grill,"6 Place Victor Hugo, 75116 Paris France"
L'Inte Caffe,"22 rue Cambaceres, 75008 Paris France"
La Banquette,"92 rue de Turenne, 75003 Paris France"
Le Oulala Paris halal,"20 Rue Mouffetard  75005, 75005 Paris France"
Dixieme Degre,"19 rue Sainte Marthe, 75010 Paris France"
Les Voisins,"27 rue Yves Toudic, 75010 Paris France"
Bulot Bulot,"83 rue des Martyrs, 75018 Paris France"
Towa Restaurant,"Rue Crozatier 75, 75012 Paris France"
Relais du Pont-Neuf,"18 quai du Louvre, 75001 Paris France"
Bagel & Cream,"54 rue de Clichy, 75009 Paris France"
Porte du Bonheur,"12 rue du Maine, 75014 Paris France"
SushiRama,"95 rue du Faubourg Saint Martin, 75010 Paris France"
Supernature,"15 rue de Trevise, 75009 Paris France"
Naturellement,"33 B rue Mademoiselle, 75015 Paris France"
Le Poulailler,"60 rue Saint Sabin, 75011 Paris France"
Le Petit Marcel Burger,"9 rue de Lancry, 75010 Paris France"
Restaurant Itacate,"94 rue Saint Honore, 75001 Paris France"
Chikoja,"14 rue Sainte Anne, 75001 Paris France"
Le Paris Paris,"8 rue de Montfaucon, 75006 Paris France"
Lucky Luciano,"46 rue des Dames, 75017 Paris France"
Maria by Cesar,"49 rue Montorgueil, 75002 Paris France"
AMALA,"11 rue du Quatre Septembre, 75002 Paris France"
Maison Becquey,"34 quai de la Marne, 75019 Paris France"
Le Mermoz,"16 rue Jean Mermoz, 75008 Paris France"
Au General Lafayette,"52 rue la Fayette, 75009 Paris France"
Prive de Dessert Batignolles,"124 rue Legendre, 75017 Paris France"
Puerto Inca,"6 rue de Jouy, 75004 Paris France"
Sushi ichi,"1 rue du Moulinet, 75013 Paris France"
Sarl le Symposium,"29 rue de la Huchette, 75005 Paris France"
Meli Mellow,"55 B rue de Bagnolet, 75020 Paris France"
Les Ambassades,"75 rue du Bac, 75007 Paris France"
Bouillon Republique,"39 Bd Du Temple, 75003 Paris France"
Flocon,"75 rue Mouffetard, 75005 Paris France"
L'Enigme,"100 rue Quincampoix, 75003 Paris France"
Le Greffulhe,"29 rue des Mathurins, 75008 Paris France"
Creperie Les Cormorans,"63 rue du Montparnasse, 75014 Paris France"
Le P'tit Bougnat,"118 boulevard de Courcelles, 75017 Paris France"
AU COMPTOIR NIPPON,"3 Avenue Du Maine, 75015 Paris France"
Achi,"13 B avenue Parmentier, 75011 Paris France"
Bobae,"36 rue Pascal, 75013 Paris France"
Restaurant Les 5 Saisons,"52 boulevard Arago, 75013 Paris France"
Le Jaures Cafe,"1 avenue Jean Jaures, 75019 Paris France"
Akasaka,"9 rue Nicolo Passy-Muette, 75116 Paris France"
Prince Wagram,"58 avenue de Wagram, 75017 Paris France"
Bistrot Medaillon,"Entree 2 2 rue Joseph Sansboeuf, 75008 Paris France"
Pratz,"59 rue Jean Baptiste Pigalle, 75009 Paris France"
Bellini,"28 rue le Sueur, 75116 Paris France"
Restaurant Allard,"41 rue Saint Andre des Arts, 75006 Paris France"
Two Stories,"72 quai de Jemmapes, 75010 Paris France"
You Japanese Restaurant,"56 rue Sainte Anne, 75002 Paris France"
Sushi House,"55 rue du Faubourg Poissonniere, 75009 Paris France"
Le Cafe,"62 rue Tiquetonne, 75002 Paris France"
Brasserie Thoumieux,"79 rue Saint Dominique, 75007 Paris France"
La Matta,"23 rue de l Annonciation, 75016 Paris France"
la consigne,"2 B rue de Lyon, 75012 Paris France"
La Zuppiera,"154 avenue de Wagram, 75017 Paris France"
Le Piquet,"48 avenue de la Motte Picquet, 75015 Paris France"
AVLI,"14 boulevard de Bonne Nouvelle, 75010 Paris France"
Perlamatta,"114 rue de la Convention Metro 8 Station Boucicaut, 75015 Paris France"
Ischia,"14 rue Cauchy, 75015 Paris France"
La Brick,"13 rue Pradier, 75019 Paris France"
Underground Coffee 75,"12 avenue Ledru Rollin, 75012 Paris France"
Hai Lua,"29 rue Beaubourg, 75003 Paris France"
Clasico Argentino Marais,"56 rue de Saintonge Marais, 75003 Paris France"
Shake n' Smash,"87 rue de Turbigo, 75003 Paris France"
Topoly,"25 rue Saint Andre des Arts, 75006 Paris France"
Le Biscornu,"89 rue Montmartre, 75002 Paris France"
Le Cardinal Saint-Germain,"11 boulevard Saint Germain, 75005 Paris France"
Lulu la nantaise,"67 rue de Lancry, 75010 Paris France"
Marietta,"14 rue Bertin Poiree, 75001 Paris France"
Le 37 m2 Opera,"64 rue Sainte Anne, 75002 Paris France"
Pret a Manger,"15 rue Marbeuf, 75008 Paris France"
Varia,"117 B boulevard Poniatowski, 75012 Paris France"
Bistrot Bleriot,"7 avenue de Versailles, 75016 Paris France"
Un Amour de Bistro,"7 rue de Miromesnil, 75008 Paris France"
Hotel L'Ami Justin Restaurant,"28 boulevard de Menilmontant, 75020 Paris France"
Autour du Yangtse,"150 rue Saint Honore, 75001 Paris France"
Prescription cocktail club,"23 rue Mazarine, 75006 Paris France"
Fricotin,"85 B avenue de Wagram, 75017 Paris France"
Allegria Paris,"75 rue Mouffetard, 75005 Paris France"
Burg'Heure & Co,"1 rue Leon Seche, 75015 Paris France"
Les RDV italiens,"151 rue du Faubourg Poissonniere, 75009 Paris France"
Le Sancerre,"35 rue des Abbesses, 75018 Paris France"
Les Vins De Montmartre,"14 Rue Des Trois Freres, 75018 Paris France"
Girasole Ristorante Italiano,"5 rue Linne, 75005 Paris France"
Chez Julien,"2 rue Lepic, 75018 Paris France"
A l'Heure du Vin,"46 rue Sainte Anne, 75002 Paris France"
Who's Bar,"14 rue Saint Merri, 75004 Paris France"
O nabi,"25 rue de Chabrol, 75010 Paris France"
Scarabee,"14 rue d Alexandrie, 75002 Paris France"
Creperie Octopus,"4 rue Eugene Sue, 75018 Paris France"
Le Grand Cerf,"77 boulevard de Sebastopol, 75002 Paris France"
Racines,"8 Passage des Panoramas, 75002 Paris France"
GIUSE TRATTORIA,"125, rue du Faubourg Saint-Honore Metro Ligne 9 - St.Philippe du Roule, 75008 Paris France"
Baan Thai,"15 rue de la Ferronnerie, 75001 Paris France"
L'Annexe,"15 rue Chaptal, 75009 Paris France"
BerberHygge,"7 rue de Wattignies, 75012 Paris France"
Cosmos,"133 avenue Emile Zola, 75015 Paris France"
Non Solo Cucina,"135 rue du Ranelagh, 75016 Paris France"
Pizza Roma,"27 rue des Ecoles, 75005 Paris France"
Creperie Ty Fanch,"1 Place Henri Rollet, 75015 Paris France"
Jaisalmer,"11 avenue du Pere Lachaise, 75020 Paris France"
Mabel,"58 rue d Aboukir, 75002 Paris France"
Wagyu Restaurant 1129 - Iiniku,"18 rue du Louvre, 75001 Paris France"
Burgart,"33 rue Jussieu, 75005 Paris France"
Le Tagada Bar,"40 Rue des Trois Freres, 75018 Paris France"
Marius et Janette,"4 avenue George V, 75008 Paris France"
Le Debonnaire,"107 rue du Chevaleret, 75013 Paris France"
Creperie Elo,"8 rue Nicolas Flamel, 75004 Paris France"
La Cantine du 18,"46 rue Ramey, 75018 Paris France"
O Beret Basque,"4 boulevard de Denain 75010, 75010 Paris France"
Les Polissons,"1 avenue Gambetta Belleville, Père Lachaise, 75020 Paris France"
Ca Phe Broc'Ouest,"111 rue de l ouest, 75014 Paris France"
NINA'S Paris,"29 rue Danielle Casanova, 75001 Paris France"
Terroir & Burger,"12 Passage des Panoramas, 75002 Paris France"
Auguste,"88 rue Saint Martin, 75004 Paris France"
Restaurant Dame Des Arts,"4 rue Danton, 75006 Paris France"
La Table De Philippe,"9 rue Boucry, 75018 Paris France"
Le Melisse,"101 rue Brancion face au Théatre Sylvia Monfort et le parc Georges Brassens, 75015 Paris France"
La Meringaie,"21 rue de Levis, 75017 Paris France"
God Bless Broccoli,"54 rue Piat, 75020 Paris France"
Balls,"27 rue de Douai, 75009 Paris France"
Plaisir d'Equi'The,"12 Boulevard Beaumarchais, 75011 Paris France"
El Sol y La Luna,"31 rue Saint Jacques, 75005 Paris France"
Le Petit Bleu,"23 rue Muller, 75018 Paris France"
Les Cuves de Fauve,"64 rue de Charonne, 75011 Paris France"
Le Frank Fondation Louis Vuitton,"8 avenue du Mahatma Gandhi, 75116 Paris France"
Cafe Bonaparte,"42 rue Bonaparte 75006, 75006 Paris France"
Soukhothai,"44 rue Custine, 75018 Paris France"
Dernier Bar Avant la Fin du Monde,"19 avenue Victoria, 75001 Paris France"
Le Cafe du Mogador,"57 rue de la chaussee D Antin, 75009 Paris France"
Le Zeyer,"62 rue d Alesia, 75014 Paris France"
Yeban,"93 rue de Javel, 75015 Paris France"
Le Cirque,"141 rue Saint Martin, 75004 Paris France"
Cot Cot,"21 rue Gerando, 75009 Paris France"
Le Gramont,"15 boulevard des Italiens, 75002 Paris France"
New York Deli by Bagel Bagels,"144 rue du Faubourg Poissonniere, 75010 Paris France"
Les Convives,"5 rue du 29 Juillet, 75001 Paris France"
Chalet Gregoire Restaurant,"4, Rue Gregoire de Tours 75006 Paris, 75006 Paris France"
Chheng Sim,"Olympiades No33 CC. Oslo 44, Avenue d'Ivry, 75013 Paris France"
Dame Jane,"39 rue Ramponeau, 75020 Paris France"
La Maison de Charly,"97 boulevard Gouvion Saint Cyr Boulevard Pereire, 75017 Paris France"
Istanbul Restaurant,"4 rue du petit Pont, 75005 Paris France"
Au petit chavignol,"78 rue de Tocqueville, 75017 Paris France"
Rasna Restaurant,"214 Rue de la Croix Nivert, 75015 Paris France"
La Bella Donna,"3 avenue Joseph Bedier, 75013 Paris France"
Beefbar,"5 rue Marbeuf, 75008 Paris France"
Chez Paolo,"68 Avenue de la Grande-Armee, 75017 Paris France"
Bec // bouteille et cuisine par Marius & Lucien,"86 rue Lemercier, 75017 Paris France"
Campelli,"36 Rue Croix des Petits Champs, 75001 Paris France"
Caldo Fredo,"34 rue Montorgueil, 75001 Paris France"
Bistrot le H,"60 rue des Moines, 75017 Paris France"
Little Napoli,"5 rue du Pot de Fer, 75005 Paris France"
Chez Chung,"49 boulevard Gouvion Saint Cyr, 75017 Paris France"
Akita,"40 rue des Petits Champs, 75002 Paris France"
Cafe Les Ecrivains,"15 rue des Favorites 15 Rue Des Favorites, 75015 Paris France"
Aux Crus de Bourgogne,"3 rue Bachaumont, 75002 Paris France"
The Club,"24 rue Surcouf, 75007 Paris France"
Yamato Restaurant,"52 rue Godefroy Cavaignac, 75011 Paris France"
LatinoGourmand,"117 rue de la Glaciere, 75013 Paris France"
Hang Meas,"7 rue Gandon, 75013 Paris France"
Foujita,"41 rue Saint Roch, 75001 Paris France"
Maison Tete Paris Cadet,"20 rue Cadet, 75009 Paris France"
Do & Coco,"24 rue de Cotte, 75012 Paris France"
Rani Mahal,"9 rue Saint Augustin 75002, 75002 Paris France"
Babel - Hotels Restaurant,"3 rue Lemon, 75020 Paris France"
Gargouille,"7 rue Jean Baptiste Pigalle, 75009 Paris France"
La Midinette,"2 rue Robert Planquette Montmartre, 75018 Paris France"
Chez Valentino,"27 T boulevard Diderot, 75012 Paris France"
La Fontaine de Jade,"54 avenue Bosquet, 75007 Paris France"
Namoo,"125 rue de Tolbiac, 75013 Paris France"
Comptoir Vietnam,"15 rue Esquirol, 75013 Paris France"
Joe Allen Paris,"30 rue Pierre Lescot, 75001 Paris France"
Delices de Qingdao,"3 rue de Budapest, 75009 Paris France"
Caterina,"7 avenue Rachel, 75018 Paris France"
Chez Ann Paradis,"9 rue de Paradis, 75010 Paris France"
Okinawa,"19 rue Saint Augustin, 75002 Paris France"
Le Reveil Matin,"32 avenue des Gobelins, 75013 Paris France"
Quatre amis,"29 rue de Charenton 75012, 75012 Paris France"
Pasta e Fagioli,"82 rue Claude Bernard, 75005 Paris France"
Mamo Paris,"2 rue la Perouse, 75116 Paris France"
Cafe In,"10 avenue Victoria, 75004 Paris France"
Phou Khet,"88 avenue du General Michel Bizot, 75012 Paris France"
Adn Montmartre,"14 rue Muller, 75018 Paris France"
Sushi WA,"8 rue des Lombards, 75004 Paris France"
New hoa khoan,"15 avenue de Choisy, 75013 Paris France"
Le 28,"28 rue de l Abbe Gregoire 75006, 75006 Paris France"
Capriccio,"33 rue du Rocher, 75008 Paris France"
Chez Sofia,"6 Place Gustave Toudouze, 75009 Paris France"
L'Atelier Saisonnier Paris 11,"15 rue de Charonne, 75011 Paris France"
La Petite Tour,"11 rue de la Tour, 75116 Paris France"
Kohinoor,"23 rue Blanche, 75009 Paris France"
Restaurant Table,"3 rue de Prague, 75012 Paris France"
Le Zinc,"61 avenue de la Motte Picquet, 75015 Paris France"
La Chaise et Le Vin,"7 rue de Birague, 75004 Paris France"
Maria Loca,"31 boulevard Henri IV, 75004 Paris France"
7 Au Marais,"7 rue des Filles du Calvaire 7 Rue Des Filles Du Calvaire, 75003 Paris France"
The Bowler,"13 rue d Artois, 75008 Paris France"
Il Cuoco Galante,"36 rue Condorcet Proche de Montmartre et des Grands Magasins à Opéra, 75009 Paris France"
Chez Papa,"153 rue Montmartre, 75002 Paris France"
Cadama,"10 Passage des Panoramas, 75002 Paris France"
Taverne du nil,"Rue Regrattier, Paris France"
Les Deux Abeilles,"189 rue de l Universite, 75007 Paris France"
Le Bien Decide,"117 rue du Cherche Midi, 75006 Paris France"
Los Amigos,"23 rue d Enghien, 75010 Paris France"
IL Russo,"6 rue Cesar Franck, 75015 Paris France"
Ristorante Dino,"8 chaussee de la Muette, 75016 Paris France"
Le Marrakech,"7 avenue Philippe Auguste, 75011 Paris France"
Jumbo Express,"25 rue Eugene Varlin, 75010 Paris France"
L'Evade,"23 rue Clauzel, 75009 Paris France"
Le Vieil Alger,"29 B rue des Favorites, 75015 Paris France"
Le Sarment de Montmartre,"62 rue du Mont Cenis, 75018 Paris France"
Passion Guarani,"21 rue Alexandre Dumas A deux pas de la Nation Metro rue des boulets, 75011 Paris France"
Park Avenue,"29 avenue Corentin Cariou, 75019 Paris France"
Stop Cluny,"94 boulevard Saint Germain, 75005 Paris France"
Aux Cocottes,"29 Rue Vineuse, 75016 Paris France"
Gros,"4 Cour des Petites Ecuries, 75010 Paris France"
Le Grand Cafe Capucines,"4 boulevard des Capucines, 75009 Paris France"
Aux Ministeres,"Avenue de Saxe, 75007 Paris France"
Yo Mac and Cheese,"16 avenue Gambetta, 75020 Paris France"
Les Affranchis,"14 avenue Daumesnil, 75012 Paris France"
Cote pizza,"65 boulevard Malesherbes, 75008 Paris France"
Falafel Cafe,"1 rue Bernard de Clairvaux Beauborg, 75003 Paris France"
Sersaf,"18 avenue des Gobelins, 75005 Paris France"
Morello Pizza,"1 rue Sidi Brahim, 75012 Paris France"
Cantine California,"Place du Marche St Honore, Paris France"
Les Nicois 11,"7 rue Lacharriere 7, Rue Lacharriere, 75011 Paris France"
Le Petit Caillou,"210 rue de Grenelle, 75007 Paris France"
Au Palais Du Grand Moghol,"9 rue Gerando, 75009 Paris France"
Les Ptits Gros,"27 avenue Trudaine Proche Metro Anvers, 75009 Paris France"
Les Gamins marais,"6 Place du Marche Sainte Catherine, 75004 Paris France"
L'etoile du Maroc,"247 rue de Charenton, 75012 Paris France"
La Succursale,"36 rue de Levis, 75017 Paris France"
Marsan par Helene Darroze,"4 Rue d'Assas, 75006 Paris France"
Mezza Luna - Pizzeria Artisanale,"18 rue de la Fontaine du But, 75018 Paris France"
Poppy,"2 rue Milton, 75009 Paris France"
La Placette Paris,"13 rue de Montenotte, 75017 Paris France"
Com Restaurant,"9 Rue des Petits Champs, 75001 Paris France"
La Garconniere,"98 rue Michel Ange, 75016 Paris France"
Restaurant le Moliere,"40 rue Saint Honore, 75001 Paris France"
Le Pareloup,"80 rue Saint Charles, 75015 Paris France"
Crepes Salades,"37 rue Orfila, 75020 Paris France"
Han Lim,"6 rue Blainville, 75005 Paris France"
Nossa Churrasqueira II,"147 boulevard de Charonne, 75011 Paris France"
Le Comptoir du Commerce,"1 rue des Petits Carreaux, 75002 Paris France"
La Forchetta,"85 rue Daguerre, 75014 Paris France"
Yamadaya,"84 rue de Maubeuge, 75009 Paris France"
Harper’s,"46 B boulevard du Montparnasse, 75015 Paris France"
Au Sens des Saveurs,"19 rue Sedaine, 75011 Paris France"
CasaToni,"41 rue Legendre, 75017 Paris France"
Chez MARIUS,"11 rue de Chabrol Paris 10 ieme, 75010 Paris France"
Monts et Rizieres,"105 rue Monge, 75005 Paris France"
Q Bar,"50 rue de la Folie Regnault, 75011 Paris France"
Nishikura,"12 rue du Faubourg Poissonniere, 75010 Paris France"
Le Paris Rome,"62 boulevard des Batignolles, 75017 Paris France"
Siam House,"69 boulevard de Vaugirard, 75015 Paris France"
Chez Gino,"80 rue Dunois, 75013 Paris France"
Dame Nation,"2 rue Guenot, 75011 Paris France"
Adraba,"40 Rue Veron, 75018 Paris France"
Senatore Caffe,"54 rue Mademoiselle, 75015 Paris France"
Devant Vous Teppan Yaki,"80 rue de Richelieu, 75002 Paris France"
L'Hypothese,"43 rue de Vaugirard, 75006 Paris France"
Cafe Odilon,"16 quai de la Marne, 75019 Paris France"
Au fond du bar,"15 rue Simart 15, rue Simart, Paris, Île-de-France, 75018 Paris France"
Zino - Restaurant Italien,"97 avenue de Villiers, 75017 Paris France"
Le Rouge Aux Levres,"71 rue des Grands Champs, 75020 Paris France"
